Epoch,Train Loss,Valid Loss,Train Accuracy,Valid Accuracy,Learning Rate
1,4.174590942187187,3.773156745524346,6.139823717948718,10.49,0.05
2,3.636647504109603,3.5009356208994418,12.903145032051283,14.4,0.05
3,3.35336585686757,3.211228566833689,18.048878205128204,20.43,0.05
4,3.130904569075658,3.0384473166888273,22.24559294871795,24.35,0.05
5,2.9325846418356285,2.818821258182767,25.803786057692307,28.69,0.05
6,2.740223227403103,2.8308479423764386,29.56981169871795,28.19,0.05
7,2.5697933038075766,2.5445391377316247,32.82001201923077,34.18,0.05
8,2.413193785609343,2.4545603130437152,36.27804487179487,35.87,0.05
9,2.2769051629763384,2.3578236072878296,38.88972355769231,38.16,0.05
10,2.16263302281881,2.258927523335324,41.51893028846154,40.05,0.05
11,2.0494949920819354,2.19359305236913,43.80258413461539,42.31,0.05
12,1.9565421491861343,2.1008997008770325,46.39172676282051,43.48,0.05
13,1.8669184262935932,2.114766763735421,47.87910657051282,44.23,0.05
14,1.7977120226774461,2.0600428158723854,49.96494391025641,45.62,0.05
15,1.7088506741401477,2.03297418129595,51.83042868589744,45.98,0.05
16,1.6400514073096788,2.0229015652137465,53.49308894230769,46.62,0.05
17,1.5721322026772377,2.0158862343317345,55.11568509615385,47.26,0.05
18,1.5062494652393537,2.0102262195152574,56.50791266025641,47.36,0.05
19,1.442071721721918,1.9169171052643015,58.23066907051282,49.02,0.05
20,1.3910959160480745,1.930936159966867,59.42007211538461,49.92,0.05
21,1.323891940789345,1.990531953075264,61.05518830128205,48.92,0.05
22,1.2783994529491816,1.8735486163368709,62.322215544871796,49.67,0.05
23,1.221656509507925,1.9064558487904222,63.5166266025641,50.75,0.05
24,1.1686380876180453,1.9233786969245235,64.94140625,50.83,0.05
25,1.1147897969453762,1.9778150682207905,66.55398637820512,51.2,0.05
26,1.075304925059661,2.0243398162383066,67.21754807692308,50.3,0.05
27,1.0175822226282878,2.011346344706378,68.65985576923077,50.46,0.05
28,0.972117614478637,1.9633611908441857,70.05208333333333,52.03,0.05
